INDEX,codigo,recorte_id,posicion,frase
37,DISCURSO_001,DISCURSO_001_FR_038,38,Y si se me permite otra analogía zoológica: el mercado se ha acostumbrado a vivir las campañas electorales como la oveja que mira dos lobos peleándose por quién se la va a terminar comiendo.
38,DISCURSO_001,DISCURSO_001_FR_039,39,Por eso me gustaría comentar dónde estamos parados actualmente.
39,DISCURSO_001,DISCURSO_001_FR_040,40,"Como venimos diciendo - desde el primer día - el principal fundamento de nuestra gestión económica es mantener la macroeconomía ordenada, tras décadas y décadas de descalabros."
40,DISCURSO_001,DISCURSO_001_FR_041,41,"Para lograrlo, nos sustentamos en lo que hemos llamado las famosas tres anclas: el ancla monetaria, que consiste en eliminar cualquier forma de emisión monetaria; el ancla fiscal, que consiste en proteger el equilibrio fiscal como agua en el desierto; y el ancla cambiaria, que era el famoso crawling peg para poder acceder a sacar el valor del tipo de cambio oficial con el tipo de cambio de mercado, sin exabruptos comerciales en el proceso."
41,DISCURSO_001,DISCURSO_001_FR_042,42,"Hoy - dado que eliminamos el cepo cambiario y el dólar es libre y flota - las anclas vigentes siguen siendo la fiscal y la monetaria, pero ahora con el balance del Banco Central saneado, cuya primera etapa fundamental, cuando abrimos el cepo, fue sanear justamente el activo, del Banco Central y, posteriormente, sanear el pasivo, del Banco Central."
42,DISCURSO_001,DISCURSO_001_FR_043,43,"Algo que, se suele criticar por la volatilidad que genera la tasa de interés y algo a lo que voy a dedicar un pequeño segmento sobre el tema de la tasa de interés, por qué pasa lo que pasa."
43,DISCURSO_001,DISCURSO_001_FR_044,44,"En definitiva, ¿qué significa esto?"
44,DISCURSO_001,DISCURSO_001_FR_045,45,"Que no vamos a negociar el superávit con ningún degenerado fiscal, ni vamos a emitir un solo peso para financiar proyectos proselitistas."
45,DISCURSO_001,DISCURSO_001_FR_046,46,El Congreso kirchnerista sólo se mueve por capricho ideológico.
46,DISCURSO_001,DISCURSO_001_FR_047,47,"Su ideología es la de buscar titulares rimbombantes para hacer campaña política, sin preocuparse por las consecuencias de sus actos."
47,DISCURSO_001,DISCURSO_001_FR_048,48,"Así actuaron - todos sus años de gobierno - y así están actuando, hoy mismo."
48,DISCURSO_001,DISCURSO_001_FR_049,49,"Nosotros venimos del sector privado y entendemos que las acciones tienen consecuencias y, por ende, entendemos que al déficit fiscal hay que financiarlo de alguna manera, y de la que solamente existen tres tipos para hacerlo: una es hacerla con impuestos explícitos."
49,DISCURSO_001,DISCURSO_001_FR_050,50,"Es decir, aumentar la carga tributaria."
50,DISCURSO_001,DISCURSO_001_FR_051,51,"Es decir, recortarle la libertad a los ciudadanos."
51,DISCURSO_001,DISCURSO_001_FR_052,52,Nosotros - como liberales - no estamos dispuestos a subir impuestos.
52,DISCURSO_001,DISCURSO_001_FR_053,53,"De hecho, somos el único Gobierno que se comprometió a bajar impuestos y hemos bajado más de 2 puntos y medio el PBI."
53,DISCURSO_001,DISCURSO_001_FR_054,54,"Pero también hemos decidido dejar de utilizar los impuestos implícitos, que son otra forma de tributación como - por ejemplo - lo que es la toma de deuda."
54,DISCURSO_001,DISCURSO_001_FR_055,55,"La toma de deuda no es - ni más ni menos - que impuestos futuros, no es - ni más ni menos - que financiar la fiesta de hoy y hacérsela pagar a nuestros hijos, a nuestros nietos y a las distintas generaciones, algo profundamente inmoral."
55,DISCURSO_001,DISCURSO_001_FR_056,56,"Imagínense que todos ahora empezáramos una megafiesta y la cuenta se la hacemos pagar a nuestros nietos, sería verdaderamente una cosa aberrante."
56,DISCURSO_001,DISCURSO_001_FR_057,57,"De hecho, esto es tan así que, cuando nosotros llegamos, la deuda consolidada de Argentina era de 500 mil millones de dólares, y hoy, casi 20 meses después, la deuda cayó en un 10%."
57,DISCURSO_001,DISCURSO_001_FR_058,58,"Es decir, gracias a la enorme gestión del equipo económico - que, además, tenemos el placer y el honor de tener acá, tanto a “Toto” como a Pablo Quirno -, bajamos la deuda en 50 mil millones de dólares."
58,DISCURSO_001,DISCURSO_001_FR_059,59,"Por otra parte, también decidimos ir a la abolición total del impuesto más siniestro que tiene la política, que es el señoreaje."
59,DISCURSO_001,DISCURSO_001_FR_060,60,"Es decir, la emisión de dinero para financiar el déficit fiscal, el cual, después tiene como contrapartida una pérdida del poder adquisitivo del dinero."
60,DISCURSO_001,DISCURSO_001_FR_061,61,"Es decir, la suba de precios; es decir, la inflación."
61,DISCURSO_001,DISCURSO_001_FR_062,62,Luego de un arduo trabajo - durante los primeros seis meses - llegamos a sanear el balance del Banco Central - a mediados del año pasado - y ahí es cuando dejamos la base monetaria amplia fija.
62,DISCURSO_001,DISCURSO_001_FR_063,63,"Y a partir de ahí se fue trabajando, no sólo en que ya no se emitía para financiar al fisco, sino que, además, se dejó de emitir para el cuasifiscal."
63,DISCURSO_001,DISCURSO_001_FR_064,64,"Después, vino la operación con el Fondo Monetario Internacional, limpiando el activo y ahora, hasta hace poco, terminamos de limpiar el pasivo y nos encaminamos a tener un Banco Central ordenado."
64,DISCURSO_001,DISCURSO_001_FR_065,65,"Esto es interesante y muy importante porque, cuando nosotros llegamos, la inflación corría al ritmo del 1 y medio por ciento diario, y hoy la inflación corre al 1 y medio mensual."
65,DISCURSO_001,DISCURSO_001_FR_066,66,"Es decir, de una tasa de inflación que rondaba el 17.000% anual, hoy viaja al ritmo del 20% anual."
66,DISCURSO_001,DISCURSO_001_FR_067,67,Vaya si hay méritos para considerar que “Toto” es el mejor Ministro de Economía de la historia argentina.
67,DISCURSO_001,DISCURSO_001_FR_068,68,"Por ende, nosotros no vamos a permitir ninguna de estas tres opciones."
68,DISCURSO_001,DISCURSO_001_FR_069,69,"Si el Congreso planea empecinarse en aumentar el gasto de forma negligente, vamos a vetar cada cosa que inventen."
69,DISCURSO_001,DISCURSO_001_FR_070,70,"Si no logramos sostener los vetos, los vamos a judicializar."
70,DISCURSO_001,DISCURSO_001_FR_071,71,"Y si no los podemos judicializar, vamos a recortar el gasto en otro lado."
71,DISCURSO_001,DISCURSO_001_FR_072,72,"Si ellos proponen aumentar el gasto en 2 puntos del PBI, nosotros redoblaremos los esfuerzos para recortar 2.1 en alguna otra partida."
72,DISCURSO_001,DISCURSO_001_FR_073,73,La negligencia acerca del gasto público nos dejó al borde del cataclismo una y otra vez.
73,DISCURSO_001,DISCURSO_001_FR_074,74,"Por eso no vamos a dar el brazo a torcer en esta cuestión, por mucho que lo intenten."
74,DISCURSO_001,DISCURSO_001_FR_075,75,"Porque es el pacto que firmamos a fuego con la población argentina, el 10 de diciembre del 2023, cuando asumimos nuestro mandato."
75,DISCURSO_001,DISCURSO_001_FR_076,76,"Y también lo fue como parte de la campaña, ya que nuestra campaña - uno de los símbolos de nuestra campaña - era la motosierra, y la motosierra implicó achicar el déficit fiscal en 15 puntos del PBI: 5 en el Tesoro y 10 en el Banco Central."
76,DISCURSO_001,DISCURSO_001_FR_077,77,"Algo inédito en la historia argentina, porque - les recuerdo también - que, aun, digamos, si solo miráramos el Tesoro, los 123 años anteriores siempre hubo déficit fiscal, y nosotros logramos - en un solo mes - lo que no logró nadie en 123 años."
77,DISCURSO_001,DISCURSO_001_FR_078,78,"Por lo tanto, lo que quieran hacer los degenerados fiscales, en tres meses, no me importa nada, porque se los voy a revertir, a partir del 11 de diciembre, si llegan a hacer daño."
78,DISCURSO_001,DISCURSO_001_FR_079,79,"Y por el lado del ancla monetaria, nosotros siempre fuimos muy claros."
79,DISCURSO_001,DISCURSO_001_FR_080,80,En todo momento le hicimos saber a los argentinos que la cantidad de pesos iba a quedar fija.
80,DISCURSO_001,DISCURSO_001_FR_081,81,"Naturalmente, esto tiene como contrapartida, que frente a turbulencias políticas, que generan inestabilidad en el mercado de instrumentos en peso, ya sea cash, o sea, títulos en pesos, por eso digo instrumentos en pesos, algo más general y eso se manifiesta en volatilidad de la tasa de interés y me parece que vale la pena tener una pequeña digresión técnica."
81,DISCURSO_001,DISCURSO_001_FR_082,82,"Aquellos que quieran una digresión más completa en la charla que di - en la Bolsa de Comercio, de Rosario - hablé de la relación entre la cantidad de dinero y el nivel de precios, hablé sobre el mercado de cambios, hablé de la falacia del pass-through, hablé del efecto Hume-Cantillon, hice todo un apartado de tasa de interés y después, además, presenté el modelo con el cual el equipo económico y yo discutimos la política económica."
82,DISCURSO_001,DISCURSO_001_FR_083,83,"Pero, más allá de eso, me parece que vale la pena una pequeña disgresión sobre qué es la tasa de interés, porque parece que hay muchos que están enamorados de creer que la tasa de interés es el precio del dinero, y eso es una aberración conceptual."
83,DISCURSO_001,DISCURSO_001_FR_084,84,"Es decir, es un error que arrastramos los economistas desde la publicación de un libro siniestro y nefasto, de 1936, lo que se llama “Teoría general de la ocupación, el interés y el dinero”, de John Maynard Keynes."
84,DISCURSO_001,DISCURSO_001_FR_085,85,"O alguien que, entre otras cosas, solo tomó un curso de economía de 6 meses y tenía problemas entre confundir equilibrio parcial y equilibrio general."
85,DISCURSO_001,DISCURSO_001_FR_086,86,"Pero, al margen de eso, lo que hay que entender es que la tasa de interés existe porque existe el tiempo."
86,DISCURSO_001,DISCURSO_001_FR_087,87,Aquellos que conozcan la literatura técnica: el modelo de Ramsay tiene tasa de interés y no tiene dinero.
87,DISCURSO_001,DISCURSO_001_FR_088,88,"Entonces, es decir, la tasa de interés existe porque existe el tiempo; la tasa de interés es un mecanismo de coordinación intertemporal, es un mecanismo por el cual ustedes trasladan consumo del presente al futuro, y viceversa."
88,DISCURSO_001,DISCURSO_001_FR_089,89,"Y es un mecanismo por el cual, que es el ahorro, porque el ahorro es el consumo futuro."
89,DISCURSO_001,DISCURSO_001_FR_090,90,"Y, al mismo tiempo, es un mecanismo por el cual pasar producción del presente al futuro."
90,DISCURSO_001,DISCURSO_001_FR_091,91,"Eso, todos ustedes, los que están acá, lo conocen muy bien."
91,DISCURSO_001,DISCURSO_001_FR_092,92,Se llama inversión.
92,DISCURSO_001,DISCURSO_001_FR_093,93,"Y, básicamente, si esto estaría haciendo un nexo, entre el presente y el futuro, claramente la tasa de interés no es - ni más ni menos - que el precio relativo de los bienes presentes respecto de los bienes futuros."
93,DISCURSO_001,DISCURSO_001_FR_094,94,"Entonces, ahora, cuando uno entiende esto, puede entender con mayor claridad uno de los escritos más maravillosos que tiene, mi querido amigo y gran profesor, el doctor Juan Carlos de Pablo, que se llama “La economía como proceso decisorio”."
94,DISCURSO_001,DISCURSO_001_FR_095,95,"Dicho sea de paso, es un artículo que a mí me marcó mucho porque me enseñó a mirar la economía de otra manera."
95,DISCURSO_001,DISCURSO_001_FR_096,96,"Es decir, justamente desde el lado de los que toman decisiones."
96,DISCURSO_001,DISCURSO_001_FR_097,97,"Es decir, gente como ustedes, gente que va y se la juega en la trinchera."
97,DISCURSO_001,DISCURSO_001_FR_098,98,"Yo me juego en otra trinchera, pero tiran piedras nada más."
98,DISCURSO_001,DISCURSO_001_FR_099,99,"Y, básicamente lo que hace, en ese en ese artículo, el profesor de Pablo es caracterizar tres tipos de escenario: uno es el que se llama el statu quo; otro es el Arca de Noé y el otro es el escenario del fin del mundo."
99,DISCURSO_001,DISCURSO_001_FR_100,100,"Si ustedes se fijan, el primero es un escenario suavizado, con lo cual ustedes van a suavizar el consumo presente y el consumo futuro, por lo tanto, el precio relativo entre los bienes y presentes y bienes futuros va a estar asignado por la preferencia temporal, y a partir de eso el sector privado acomodará con la productividad marginal de capital, y ahí determinarán la tasa de interés."
100,DISCURSO_001,DISCURSO_001_FR_101,101,"Pero, entonces, en el escenario del statu quo los precios no muestran volatilidad."
101,DISCURSO_001,DISCURSO_001_FR_102,102,"Ahora el problema es los escenarios de volatilidad y ahí hay casos de, por ejemplo, de volatilidad muy radical, por decir de una manera, muy radicalizada, que, por ejemplo, es el escenario del fin del mundo."
102,DISCURSO_001,DISCURSO_001_FR_103,103,"Si yo estoy diciendo que la tasa de interés es el precio relativo de los bienes presentes, respecto de los bienes futuros, ¿qué pasa si mi escenario, mañana, es el del fin del mundo, llámese ‘kuka 100%’?"
103,DISCURSO_001,DISCURSO_001_FR_104,104,"O sea, el escenario 100% kuka."
104,DISCURSO_001,DISCURSO_001_FR_105,105,"Por lo tanto es la destrucción total del país porque es lo que nos dejaron en diciembre de 2023, un desequilibrio monetario que era el doble de la previa al Rodrigazo; una situación del balance del Banco Central peor que la que estaba en la previa de la hiper de Alfonsín, en el ’89, e indicadores sociales peores que los del 2001."
105,DISCURSO_001,DISCURSO_001_FR_106,106,"O sea, teníamos cartón lleno, en materia de bombas a explotar."
106,DISCURSO_001,DISCURSO_001_FR_107,107,"Había unas cuantas más, pero esas eran las más evidentes."
107,DISCURSO_001,DISCURSO_001_FR_108,108,"Entonces, en ese contexto, Argentina hubiera caminado hacia Venezuela casi sin escalas Entonces, en ese contexto, cuánto vale pasar consumo al futuro o sea digamos a ver o lo voy a poner mucho más abrupto si alguien se va a morir mañana ¿cuánto pagaría por los bienes de mañana?"
108,DISCURSO_001,DISCURSO_001_FR_109,109,"Cero, si lo si el precio los bienes, de mañana, es cero la tasa de interés es infinita."
109,DISCURSO_001,DISCURSO_001_FR_110,110,"Es decir, frente a los kukas enfrente no les debería en un proceso electoral en el cual están dispuestos a hacer todo, no les debería sorprender que la tasa de interés esté en las nubes ¿Por qué?"
110,DISCURSO_001,DISCURSO_001_FR_111,111,"Porque el consumo de mañana, a nadie le interesa."
111,DISCURSO_001,DISCURSO_001_FR_112,112,"El otro caso, que vendría a ser una cosa más intermedia, es el escenario del Arca de Noé."
112,DISCURSO_001,DISCURSO_001_FR_113,113,"Y cómo se llama el ticket para subir al arca de Noé, en Argentina."
113,DISCURSO_001,DISCURSO_001_FR_114,114,Se llama dólares.
114,DISCURSO_001,DISCURSO_001_FR_115,115,"Entonces ¿qué hacen los individuos, previo a una elección?"
115,DISCURSO_001,DISCURSO_001_FR_116,116,Se dolarizan y tratan de salir de los pesos y hacer posiciones dolarizadas.
116,DISCURSO_001,DISCURSO_001_FR_117,117,Pero igualmente la tasa de interés ¿cuánto vale?.
117,DISCURSO_001,DISCURSO_001_FR_118,118,Y se va un montón porque hay volatilidad sobre el futuro.
118,DISCURSO_001,DISCURSO_001_FR_119,119,La diferencia con el escenario anterior es que en lugar de estos ser permanente es transitorio.
119,DISCURSO_001,DISCURSO_001_FR_120,120,Entonces - pasado el proceso electoral - la tasa de interés se va a desplomar y esto puede pasar…claramente puede pasar.
120,DISCURSO_001,DISCURSO_001_FR_121,121,"Me parece que lo más interesante, respecto a este caso es lo que tenemos de cara al 7 de septiembre y el 26 de octubre."
121,DISCURSO_001,DISCURSO_001_FR_122,122,"Este 7 de septiembre el kirchnerismo va a utilizar todas las herramientas que tengan para tratar de torcer una elección; van a recurrir a todas las artimañas; van a ser fraude; van a hacer campaña negativa; van a hacer todo; van a sacar todo porque esto es como si les dijera que se parece a un equilibrio, del tipo de Cortés; el que enfrentaba Cortés: el de quemar las naves."
122,DISCURSO_001,DISCURSO_001_FR_123,123,¿ Por qué quema las naves?
123,DISCURSO_001,DISCURSO_001_FR_124,124,Porque – entonces - nadie se podía escapar.
124,DISCURSO_001,DISCURSO_001_FR_125,125,Entonces era a todo o nada.
125,DISCURSO_001,DISCURSO_001_FR_126,126,"Y eso es lo que está haciendo el kirchnerismo, está tirando todo, en esta elección."
126,DISCURSO_001,DISCURSO_001_FR_127,127,¿Por qué?
127,DISCURSO_001,DISCURSO_001_FR_128,128,"Porque esto es un techo para el kirchnerismo, el 7 de septiembre."
128,DISCURSO_001,DISCURSO_001_FR_129,129,"Es decir, el 26 de octubre, con un mejor sistema de elección porque vamos a tener la boleta única papel, porque se tiene que validar la gestión nacional, porque ya habrán utilizado el aparato, en septiembre, y no en octubre, más las divergencias y discrepancias que tienen ellos; eso es lo que va a hacer es que el resultado que tengan - en octubre - va a ser peor que el que tienen en septiembre."
129,DISCURSO_001,DISCURSO_001_FR_130,130,"Nosotros sabemos que nuestro septiembre es un piso y que lo mejor vendrá, en octubre."
130,DISCURSO_001,DISCURSO_001_FR_131,131,"En ese contexto, hay una elección, en la provincia de Buenos Aires, que para el kirchnerismo es definitoria."
131,DISCURSO_001,DISCURSO_001_FR_132,132,"Y si nosotros llegamos a hacer una buena elección que permita inferir un gran resultado, en octubre, o le ganamos por 1 voto, habremos puesto el último clavo al cajón del kirchnerismo, y por eso están tan nerviosos."
132,DISCURSO_001,DISCURSO_001_FR_133,133,"Por lo tanto, una vez transitado el bullicio electoral y a medida que la demanda de los instrumentos, en pesos, se recompongan, obviamente que las tasas de interés se van a ir reacomodando."
133,DISCURSO_001,DISCURSO_001_FR_134,134,"Quiero ser claro: no pensamos retroceder ni un milímetro, en el camino que ya transitamos."
134,DISCURSO_001,DISCURSO_001_FR_135,135,"Sepan que nosotros tenemos bien claro, que este proceso no fue para nada fácil para los argentinos y no vamos a tirar por la borda todo su esfuerzo."
135,DISCURSO_001,DISCURSO_001_FR_136,136,"Venimos de décadas de un desastre económico, que dejó a nuestra sociedad pobre y estancada."
136,DISCURSO_001,DISCURSO_001_FR_137,137,"La vieja política, culpable de estos males, quería esconder la destrucción recurriendo a la ilusión monetaria."
137,DISCURSO_001,DISCURSO_001_FR_138,138,"Mediante la inflación le hacían creer a la gente, que su salario aumentaba, cuando - en realidad - se destruía sistemáticamente."
138,DISCURSO_001,DISCURSO_001_FR_139,139,"Querían vender justicia social cuando dejaron el país con 70%, de los jóvenes viviendo en la pobreza."
139,DISCURSO_001,DISCURSO_001_FR_140,140,"No se olviden que, por ejemplo, un tercio de los trabajadores formales - algo inédito en la historia argentina - tenía ingresos debajo de la línea de la pobreza."
140,DISCURSO_001,DISCURSO_001_FR_141,141,"Es decir, llegamos al disparate tal, que aún aquellos que tenían un trabajo formal, un tercio vivía debajo de la línea de la pobreza."
141,DISCURSO_001,DISCURSO_001_FR_142,142,"Naturalmente, normalizar la macroeconomía es enfrentarse a esa dura realidad, pero es imperativo hacerlo para poder transformarla, de una vez por todas."
142,DISCURSO_001,DISCURSO_001_FR_143,143,Por eso tomamos las medidas necesarias para estabilizar al paciente y estamos terminando de erradicar la enfermedad inflacionaria.
143,DISCURSO_001,DISCURSO_001_FR_144,144,"Aquí también quiero mencionar algo: días atrás recibí un mensaje de un amigo, que es profesor en la Universidad Nacional de Córdoba, Enrique Neder, que es profesor de Teoría Monetaria y uno de sus alumnos hizo su tesis sobre dinero, inflación y los rezagos monetarios."
144,DISCURSO_001,DISCURSO_001_FR_145,145,Los rezagos que tiene cuando yo emito y cuando pega la inflación.
145,DISCURSO_001,DISCURSO_001_FR_146,146,Y básicamente lo que encuentra es que - en promedio - ese rezago es de 26 meses.
146,DISCURSO_001,DISCURSO_001_FR_147,147,"O sea, no muy distinto de lo que es nuestra hipótesis de los 24 meses."
147,DISCURSO_001,DISCURSO_001_FR_148,148,"Por lo tanto, esto significa que, habiendo fijado la cantidad de dinero, el año pasado, para mitad del año que viene la inflación habrá sido historia."
148,DISCURSO_001,DISCURSO_001_FR_149,149,"Y este desafío de normalizar la macroeconomía lo tomamos a sabiendas de que algunas de las medidas, que tomábamos, resultaban antipáticas."
149,DISCURSO_001,DISCURSO_001_FR_150,150,"Como dije antes: mi deber no es parecer bueno, sino hacer el bien."
150,DISCURSO_001,DISCURSO_001_FR_151,151,Y gracias a esto ahora podemos concentrarnos en la recuperación económica del país.
151,DISCURSO_001,DISCURSO_001_FR_152,152,"Porque la inflación no sólo le roba en el presente a los más vulnerables, sino que también les roba el futuro porque el caos inflacionario distorsiona el sistema de precios e impacta en el desarrollo económico al afectar la estructura de capital."
152,DISCURSO_001,DISCURSO_001_FR_153,153,"Y sin crecimiento, sin previsión y sin capital el valor del salario se destruye y no se recupera."
153,DISCURSO_001,DISCURSO_001_FR_154,154,"Si además no se generan puestos de trabajo, cada vez los salarios reales son más bajos y, por ende, cada vez hay más pobres."
154,DISCURSO_001,DISCURSO_001_FR_155,155,"Es decir, maquillar el desempleo poniendo empleados públicos eso no funciona, nos hace más pobres a todos."
155,DISCURSO_001,DISCURSO_001_FR_156,156,"Además, la destrucción del crédito, que la inflación tiene aparejada, deja a una gran mayoría fuera del mercado de la vivienda, porque en ningún lugar del mundo se compran casas al contado, como acá."
156,DISCURSO_001,DISCURSO_001_FR_157,157,Y luego también destruye cualquier tipo de financiación.
157,DISCURSO_001,DISCURSO_001_FR_158,158,"Así vimos desaparecer el sistema de cuotas, a fines del 2023."
158,DISCURSO_001,DISCURSO_001_FR_159,159,Esta precariedad dificulta que los jóvenes proyecten familias.
159,DISCURSO_001,DISCURSO_001_FR_160,160,"Entendámoslo de una buena vez: la inflación es un genocidio social, pues lleva a la disolución del país, y por eso es tan importante eliminarla."
160,DISCURSO_001,DISCURSO_001_FR_161,161,"En paralelo, mientras nosotros nos rompemos el lomo para devolverle la estabilidad a todos los argentinos, el Congreso está secuestrado por una banda de facinerosos, que trabaja incansablemente para privar a la gente del fruto de su esfuerzo y recuperar todos los curros que le hemos cortado, desde el Ejecutivo."
161,DISCURSO_001,DISCURSO_001_FR_162,162,"El kirchnerismo y sus cómplices, en el Congreso, se juegan todo en esta elección."
162,DISCURSO_001,DISCURSO_001_FR_163,163,"Ellos saben que, si nosotros obtenemos los votos para aprobar las reformas que nos faltan, Argentina ya no volverá a caer con los espejitos de colores que se solían vender, en años electorales."
163,DISCURSO_001,DISCURSO_001_FR_164,164,"Nosotros, durante la campaña, fuimos muy claros en la familia de reformas, en el orden de las reformas de primera, de segunda, de tercera generación."
